docker compose -f docker/docker-compose.dev.yml logs --tail=100 | grep "error"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:47:24.962309896Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:47:33.214113892Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:47:41.789455146Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:47:50.753999603Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:48:01.216133007Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:48:13.244398765Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:48:28.272331973Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:48:44.974131458Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:49:00.261947516Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=error ts=2026-04-15T22:49:00.261977954Z caller=client.go:430 component=client host=loki:3100 msg="final error sending batch" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:49:09.265019412Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:49:17.384084802Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:49:25.610754942Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:49:34.22024916Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:49:39.695944856Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp 172.19.0.5:3100: connect: connection refused"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:49:49.878231116Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:50:02.660435806Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:50:20.110434574Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:50:34.933020801Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:50:51.320338136Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=error ts=2026-04-15T22:50:51.320375588Z caller=client.go:430 component=client host=loki:3100 msg="final error sending batch" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:51:00.366991986Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:51:08.550451883Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:51:16.835272734Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:51:25.48330949Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:51:34.386757426Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:51:44.329638599Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:51:55.876888607Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
